titulo,descripcion,precio,nro_ambientes,nro_banios,area_m2,latitud,longitud,estado,detalles,enlace
EN ALQUILER OFICINA SAN MIGUEL UBICACCION PRIVILEGIADA,"San Miguel, La Paz - Oficina en Alquiler","Bs. 8,000",5.0,2.0,120.0,-16.541277,-68.079636,Disponible,"INCOMPARABLE OPORTUNIDAD HERMOSA OFICINA EN VENTA EN PLENO CENTRO DE SAN MIGUEL Con una ubicación inmejorable, a pasos del Café Vainilla, en pleno centro de San Miguel y núcleo comercial de Calacoto, tenemos el privilegio de presentarte esta oficina en venta para que sea tu nueva oficina para establecer tu lugar de trabajo ✨ Elegante, con detalles de excelente gusto, en todo un piso, muy bellas vistas, full sol y más. 📐 Cuenta con 120 m2 útiles distribuidos en: ✔ 4 ambientes amplios ✔ 2 baños (uno en oficina de gerencia y otro externo) ✔ 1 cocineta 💲 Precio: bs. 9.000",https://www.ultracasas.com/inmueble/oficina-en-alquiler-san-miguel-en-alquiler-oficina-san-la-paz-1051750
EDIFICIO EN SOPOCACHI,"Sopocachi, La Paz - Edificio en Venta","$us. 4,700,000",44.0,26.0,6000.0,-16.514935,-68.130943,Disponible,UNA DE LAS MEJORES OPORTUNIDADES EN ESTE MOMENTO,https://www.ultracasas.com/inmueble/edificio-en-venta-sopocachi-edificio-en-sopocachi-la-paz-968759
"EDIFICIO EN VENTA, 6 DE AGOSTO, SAN JORGE","San Jorge, La Paz - Edificio en Venta","$us. 2,900,000",20.0,20.0,1295.0,-16.513977,-68.121902,Disponible,"ATENCION EMPRESAS CONSTRUCTORAS, INSTITUCIONES FINANCIERAS,  INSTITUCIONES PUBLICAS Y PRIVADAS, ORGANISMOS INTERNACIONALES!!!! IMPERDIBLE INVERSION!!! EDIFICIO EN VENTA CON ESPECTACULAR UBICACION EN LA ZONA CENTRAL (6 DE AGOSTO) DE LA CIUDAD. CARACTERISTICAS: SUPERFICIE TERRENO: 1.295 mts2 ÁREA CONSTRUÍDA: 996.14 mts2 FRONTIS: 40 Mts PRECIO: $us. 2.900.000 (incluye 15 garajes) ofertable!!! CARACTERISTICAS: MAS DE 30 OFICINAS RECEPCIÓN BAÑOS SALAS DE REUNIONES DEPOSITOS COMEDOR DE DIARIO OFICINAS EJECUTIVAS PARQUEOS PAPELES EN ORDEN",https://www.ultracasas.com/inmueble/edificio-en-venta-san-jorge-edificio-en-venta-6-de-agosto-la-paz-1011993
BELLA CASA EN VENTA EN LA FLORIDA,"La Florida, La Paz - Casa en Venta","$us. 797,000",4.0,5.0,1000.0,-16.54966,-68.087234,Disponible,"En la mejor zona de La Paz, con clima cálido, bellos paisajes, zona segura, calles pavimentadas, parques para niños, un lugar confortable y agradable para vivir en familia. Una zona con todos los servicios accesibles. Transporte público cerca, farmacias, mercados, supermercados, entidades bancarias, etc. Con 750 m2 de superficie y 1.000 m2 de construcción. Esta bella casa consta de: • Recibidor • Living-comedor amplio • Cocina con mueblería arriba y abajo, comedor de diario y despensa • Baño de visitas • Sala de estar familiar • Sala de juegos • 4 Dormitorios, de los cuales 2 están en suite y 2 comparten un baño • Hermoso parrillero totalmente equipado con distintos tipos de hornos • Cava de vinos • Sala de juegos • Jardín amplio y hermoso • Garaje para 3 movilidades • Dependencias de servicio: 3 habitaciones de servicio con 2 baños",https://www.ultracasas.com/inmueble/casa-en-venta-la-florida-bella-casa-en-venta-en-la-florida-la-paz-1005277
EN VENTA PRECIOSO DEPARTAMENTO PH DÚPLEX EN PLENO CALACOTO,"Calacoto, La Paz - Departamento en Venta","$us. 490,000",3.0,5.0,280.0,-16.538757,-68.079033,Disponible,"EN VENTA PRECIOSO DEPARTAMENTO DÚPLEX  EN CALACOTO A PASOS DE LA AV BALLIVIAN Amplio y soleado departamento dúplex de 280m² útiles, con excelentes vistas y una cómoda terraza con parrillero privado. Distribución y características: Living – comedor con buena iluminación natural 3 dormitorios, todos en suite Sala de estar 5 baños en total Cocina tipo americano con cajonería alta y baja Espacio para comedor de diario Área de lavandería Gas domiciliario Extras: Terraza con parrillero 2 parqueos",https://www.ultracasas.com/inmueble/departamento-en-venta-calacoto-en-venta-precioso-la-paz-1052114
FDV37940 – COMPRA TU DEPARTAMENTO EN CALACOTO,"Los Pinos, La Paz - Departamento en Venta","$us. 140,000",2.0,,91.0,-16.540997,-68.073097,Disponible,"COMPRA TU DEPARTAMENTO CON UNA EXCELENTE UBICACIÓN EN LA 24 DE CALACOTO. CONSTA DE 2 DORMITORIOS UNO EN SUITE, 2 BAÑOS , LIVING COMEDOR, COCINA ESTILO AMERICANA, UN AMPLIO PATIO CON PARRILLERO Y GARAJE. BASTANTE SOLEADO, SUPERFICIE DEL DEPARTAMENTO 90.81m2 , SUPERFICIE DEL PATIO 71m2 PRECIO 140000 INCLUYE GARAJE Y BAULERA",https://www.ultracasas.com/inmueble/departamento-en-venta-los-pinos-fdv37940-compra-tu-la-paz-591310
OFICINA EJECUTIVA EN CALACORO,"Calacoto, La Paz - Oficina en Alquiler","Bs. 10,000",4.0,3.0,143.0,-16.540073,-68.081955,Disponible,"En moderno edificio empresarial, con seguridad 24/7 y un ambiente ejecutivo, te presentamos esta oficina para que la consideres como tu nuevo lugar de trabajo. 𝗖𝗮𝗿𝗮𝗰𝘁𝗲𝗿𝗶́𝘀𝘁𝗶𝗰𝗮𝘀: 143 m² de área útil 4 ambientes cómodos y sala de reuniones 3 baños 1 cocineta 1 shaft 2 parqueos 1 baulera",https://www.ultracasas.com/inmueble/oficina-en-alquiler-calacoto-oficina-ejecutiva-en-calacoro-la-paz-1052423
CALACOTO,"Calacoto, La Paz - Local comercial en Alquiler","$us. 3,500",1.0,,337.0,-16.539497,-68.086243,Disponible,"ALQUILA TU LOCAL COMERCIAL EN SAN MIGUEL , IDEAL PARA COMERCIO, OFICINAS, CONSULTORIOS, BANCA, CON AMPLIAS VENTANAS A LA CALLE. 337m2 DE SUPERFICIE CONSTRUIDA",https://www.ultracasas.com/inmueble/local-comercial-en-alquiler-calacoto-calacoto-la-paz-623345
El Pedrega,"El Pedregal, La Paz - Departamento en Venta","$us. 115,000",3.0,3.0,108.0,-16.546944,-68.055435,Disponible,"Departamento soleado y moderno Características destacadas: 3 dormitorios (1 en suite) 2 baños Cocina equipada tipo americana Lavandería/Despensa Dependencias de empleada Atrio Gas domiciliario, medidor independiente Garaje independiente Portón eléctrico",https://www.ultracasas.com/inmueble/departamento-en-venta-el-pedregal-el-pedrega-la-paz-1054110
EN ALQUILER PRECIOSO PENT HOUSE ENTRADA  AUQUISAMAÑA,"Auquisamaña, La Paz - Departamento en Alquiler","Bs. 15,000",3.0,4.0,202.0,-16.547169,-68.076653,Disponible,"A tan solo 3 minutos de la calle 21 este precioso PH lo ponemos a la venta. Cuenta con seguridad 24/7 EDIFICIO de mucho renombre, elegante, muy acogedor. Cuenta con 202 m2 de area útil, y 54 m2 de terraza Sus ambientes todos amplios con ventanales a  360% , mucha luz, super soleado. Ademas de confort y calidad por materiales de primera calidad en la construcción, podemos agregar que todos los ventanales tienen marcos PVC con doble vidrio termo panel,  ademas que en todos los ambientes se ha instalado calefactores haciendo que el dep.  cuenta con calefacción en todos los ambientes * Area de recepción *Area de living comedor con chimenea * Baño de visitas * cocina con preciosa mueblería de piso y techo Segundo Nivel * 3 dormitorios uno en suite y dos comparten un baño Tercer nivel * Preciosa sala Estar o de juegos impecable con una salamandra todas las ventanas a la terraza * Terraza amplia un lugar encantador * Área de lavandería * 2 garajes * Baulera",https://www.ultracasas.com/inmueble/departamento-en-alquiler-auquisamana-en-alquiler-precioso-la-paz-1034736
Irpavi,"Irpavi, La Paz - Departamento en Venta","$us. 135,000",3.0,4.0,142.0,-16.530281,-68.086357,Disponible,"EXCELENTE OPORTUNIDAD  EN LA CALLE 1 DE IRPAVI 142m2  CONSTRUIDOS CUARTO PISO. MODERNO, AMPLIO Y SOLEADO EL EDIFICIO CUENTA CON ASCENSOR , PISOS Y ROPEROS DE MADERA.  CONSTA DE : 3 DORMITORIOS, UNO  EN SUITE LIVING COMEDOR SALA DE ESTAR O ESCRITORIO 4 BAÑOS LAVANDERÍA DEPENDENCIAS DE SERVICIO COCINA CON ALACENA GARAJE CON CONTROL REMOTO",https://www.ultracasas.com/inmueble/departamento-en-venta-irpavi-irpavi-la-paz-625865
"DEPARTAMENTO EN VENTA A ESTRENAR, ACHUMANI","Achumani, La Paz - Departamento en Venta","$us. 145,800",2.0,2.0,129.0,-16.534952,-68.070946,Disponible,"COMPRA ESTE DEPARTAMENTO A ESTRENAR EN ACHUMANI **TIPO DE CAMBIO 6.97** UBICACIÓN: Calle aviador, cerca a ex Ketal de la Av. Alexander SUPERFICIE CONSTRUIDA: 129.42M2 PRECIO: (OFERTABLE) $us. 145.800 Departamento $us. 16.250 Parqueo **TIPO DE CAMBIO 6.97** CARACTERÍSTICAS: Cómodo departamento a estrenar distribuido de la siguiente manera: PLANTA BAJA Amplio Living comedor con pisos de madera. Cocina cerrada con mesones, cajonería alta y baja (cuenta con gas domiciliario). Baño de visitas Dos Dormitorios Baño completo AMENIDADES DEL EDIFICIO Parque Infantil Salón de eventos con cocina y baños Piscina techada con Sauna",https://www.ultracasas.com/inmueble/departamento-en-venta-achumani-departamento-en-venta-a-la-paz-1053179
,,,,,,,,Disponible,,
DEPARTAMENTO EN VENTA SOBRE AVENIDA ARCE,"Sopocachi, La Paz - Departamento en Venta","$us. 225,000",3.0,4.0,174.0,-16.51263,-68.12294,Disponible,"Precioso departamento sobre av. Arce en piso alto vistas espectaculares, edificio muy elegante, el departamento fue totalmente restaurado, y tiene toques de modernidad como la cocina semi abierta, se remplazó las paredes que dan al comedor por puertas de vidrio corredizo, lo cual le da una aire totalmente moderno y elegante Cuanta con 174 m2 de área útil Todos sus ambientes amplios los cuales se desarrollan de la siguiente manera • Area de recepción • Living comedor con amplio ventanal a la av. Arce • Cocina totalmente moderna cuenta con mueblería de piso y pared nueva, mesones de granito, nuevos una isla que lo separa al comedor de diario de granito vienen empotrados la cocina mesonera a Gas domiciliario, el horno, y el micro hondas , porcelanatos en las paredes y pisos nuevos con coleres de última generación • Comedor de diario • Sala de estar familiar • 3 dormitorios uno en suite dos que comparten un baño, en estos ambientes cabe destacar los bellos roperos totalmente de madera • Baño de visitas • Área de lavandería • Área de servicio cuarto y baño • Garaje para un vehículo",https://www.ultracasas.com/inmueble/departamento-en-venta-sopocachi-departamento-en-venta-sobre-la-paz-991519
EN VENTA HERMOSA RESIDENCIAL EN ACHUMANI,"Achumani, La Paz - Casa en Venta","$us. 670,000",4.0,6.0,361.0,-16.535795,-68.070755,Disponible,"Esta hermosa residencia tiene una ubicación privilegiada, en un sector con excelente ubicación , con calles asfaltadas, con dos frentes, hermosa vista panorámica del barrio y de toda la ciudad. En su interior tiene un toque elegante con ventanas amplias con marcos de madera, pisos de madera tajibo. Superficie de 657 m2 de terreno 361,20 m2 son construidos, en los cuales  se desarrollan los siguientes ambientes: PLANTA BAJA: * Área de recepción amplia y elegante * Living-comedor en dos ambientes separados, el living tiene chimenea * Cocina con mueblería alta y baja de madera, con mesones de granito. Adicionalmente tiene un comedor de diario separado de la cocina. * Baño de visitas * Escritorio SEGUNDA PLANTA: * 4 Dormitorios, el Master Suite con Walk-in Closet y jacuzzi; los otros dos en Suite, son amplios con baño propio y salida a balcón, con closet de madera * Sala de estar familiar con chimenea TERCERA PLANTA: * Un ambiente amplio que puede ser una sala de juegos, sala de TV., etc. ÁREA EXTERIOR: * Jardín amplio y precioso, con fuente de piedra, adornado con árboles de variadas especies: pino, acacia, sauce, ceibo, etc. * Parrillero * Un patio trasero grande * Dependencias de servicio con cuarto y baño * Lavandería * Garaje para 4 movilidades",https://www.ultracasas.com/inmueble/casa-en-venta-achumani-en-venta-hermosa-residencial-en-la-paz-1016961
"DEPARTAMENTO A ESTRENAR EN VENTA, ACHUMANI","Achumani, La Paz - Departamento en Venta","$us. 191,000",3.0,3.0,170.0,-16.53454,-68.070755,Disponible,"COMPRA ESTE DEPARTAMENTO A ESTRENAR EN ACHUMANI **TIPO DE CAMBIO 6.97** UBICACIÓN: Calle aviador, cerca a ex Ketal de la Av. Alexander SUPERFICIE CONSTRUIDA: 169.69M2 PRECIO: (OFERTABLE) $us. 191.000 Departamento $us. 16.250 Parqueo **TIPO DE CAMBIO 6.97** CARACTERÍSTICAS: Cómodo departamento a estrenar distribuido de la siguiente manera: PLANTA BAJA Amplio Living comedor con pisos de madera. Cocina cerrada con mesones, cajonería alta y baja (cuenta con gas domiciliario) Lavandería Baño de visitas Tres Dormitorios (Uno en suite) Sala de estar Baño completo AMENIDADES DEL EDIFICIO Parque Infantil Salón de eventos con cocina y baños Piscina techada con Sauna",https://www.ultracasas.com/inmueble/departamento-en-venta-achumani-departamento-a-estrenar-en-la-paz-1053287
"DEPARTAMENTO EN VENTA, IRPAVI","Irpavi, La Paz - Departamento en Venta","$us. 74,000",2.0,1.0,73.0,-16.504709,-68.081055,Disponible,"UBICACIÓN: Irpavi, sector Aruntaya SUPERFICIE: 72.96 Mts2 PRECIO: $us. 74.000 (TIPO DE CAMBIO 7) CARACTERÍSTICAS: Moderno departamento en Piso 3 en edificio con ascensor con excelente orientación de sol dado que esta en esquina, seguridad las 24 horas con cámaras de seguridad, distribuido de la siguiente manera: Amplio Living comedor con pisos Flotante. Cocina con mesones de granito, con cajonería alta y baja, cuenta con conexión a gas domiciliario. Baño completo 2 dormitorios con closets empotrados de techo a piso Área de lavandería",https://www.ultracasas.com/inmueble/departamento-en-venta-irpavi-departamento-en-venta-irpavi-la-paz-1051805
𝗢𝗙𝗜𝗖𝗜𝗡𝗔 𝗘𝗠𝗣𝗥𝗘𝗦𝗔𝗥𝗜𝗔𝗟 𝗗𝗘 𝗟𝗨𝗝𝗢 𝗘𝗡 𝗖𝗔𝗟𝗔𝗖𝗢𝗧𝗢 – 𝗔𝗩. 𝗕𝗔𝗟𝗟𝗜𝗩𝗜Á𝗡,"Calacoto, La Paz - Oficina en Alquiler","Bs. 24,350",10.0,6.0,370.0,-16.540167,-68.086288,Disponible,"Te presentamos una amplia y elegante oficina de 370 m², ocupando todo un piso, disponible en venta o alquiler. Una gran oportunidad para tu empresa en una ubicación privilegiada. ✔️ 4 oficinas senior ✔️ 4 oficinas cerradas medianas ✔️ 2 salas de reuniones ✔️ Espacio abierto para 12 personas aprox. Ubicada en pleno corazón de Calacoto, sobre la Av. Ballivián. Alquiler: $us 3.500 (equivalente a Bs. 24.350 al tipo de cambio oficial)",https://www.ultracasas.com/inmueble/oficina-en-alquiler-calacoto-a-la-paz-1052960
OFICINA EN VENTA EN PLENO CENTRO DE LA PAZ,"San Jorge, La Paz - Oficina en Venta","$us. 95,000",5.0,2.0,91.0,-16.503515,-68.130516,Disponible,"Solo a media cuadra de el prado. Bonita oficina amplia en 91 m2  además un plus insuperable que es el contar con dos parqueos Esta oficina ubicada en edificio empresarial seguridad 24/7 apta para oficinas, consultorios omel rubro que necesites pues por ubicación es una una opción muy versátil Sus ambientes son: Área de recepción super cómoda * 3 ambientes amplios de oficinas * un baño * un despacho de archivos * Dos Garajes",https://www.ultracasas.com/inmueble/oficina-en-venta-san-jorge-oficina-en-venta-en-pleno-centro-la-paz-1016959
"DEPARTAMENTO DUPLEX EN ALQUILER, OBRAJES","Obrajes, La Paz - Departamento en Alquiler",$us. 574,3.0,4.0,154.0,-16.527237,-68.105988,Disponible,"¡Tu nuevo hogar en Obrajes te espera en alquiler! 🌟 Ubicación inmejorable : Departamento dúplex en la Av. Ormachea, zona Obrajes, calle 12. Ideal para familias que buscan comodidad y cercanía a todo lo necesario. Características que enamoran : 3 dormitorios (1 en suite para tu privacidad). 3 baños completos + baño de visitas . Cocina con comedor de diario, perfecta para tus desayunos en familia. Lavandería y dependencias. Living-comedor amplio y luminoso. 3er piso soleado en edificio con ascensor. Garaje Superficie construida : 154 m². Precio : 4.000 Más ventajas : Materiales de construcción de primera . Expensas 350 Bs. Cercano a colegios, supermercados, transporte y más. ¡No dejes pasar esta oportunidad única! Contacta ahora y agenda una visita. Tu familia merece este espacio.",https://www.ultracasas.com/inmueble/departamento-en-alquiler-obrajes-departamento-duplex-en-la-paz-1045980
CASA EN VENTA UMAMANTA,"Río Abajo, La Paz - Casa en Venta","$us. 185,000",3.0,3.0,230.0,-16.627228,-68.063545,Disponible,"En esta oportunidad tenemos el gusto de presentarte una preciosa casa en venta en UMAMANTA pequeña, pero super funcional, un hogar perfecto para tu familia En urbanización privada, full tranquilidad, clima cálido, hermosas vistas, es una casa moderna, cómoda y auténticamente un lugar precioso para que establezcas tu hogar Cuanta con , 248 m2 de terreno y 230 m2 de construcción Sus ambientes son : Area de recepción •  Area Living comedor • Cocina amplia con precioso comedor de diario • Baño de visitas • Preciosa area de patio con jardín Segunda planta • Sala de estar • 3 dormitorios dos de ellos comparten un baño familiar y un dormitorio master con baño completo y Wolking closet En semi subsuelo • Baño y cuarto de servicio • Cuarto de lavanderia • Deposito • Garaje para dos vehículos",https://www.ultracasas.com/inmueble/casa-en-venta-rio-abajo-casa-en-venta-umamanta-la-paz-1049092
"URBANIZACIÓN CLUB DE GOLF, HERMOSA CASA EN ALQUILER","Mallasilla, La Paz - Casa en Alquiler","$us. 2,600",4.0,4.0,650.0,-16.568665,-68.1045,Disponible,"URBANIZACIÓN CLUB DE GOLF - MALLASILLA Te ofrecemos en alquiler esta elegante residencia de estilo clásico, con espacios amplios, acabados refinados y una distribución ideal para disfrutar del confort y la vida en familia Cada rincón ha sido diseñado con detalle y armonía, brindando luminosidad, calidez y distinción 📐 Superficie de terreno: 797 m² 🏗️ Superficie construida: 650 m² ✨ Ambientes interiores: Señorial hall de ingreso Living amplio con chimenea, ideal para reuniones sociales Comedor independiente de excelente tamaño Acogedor escritorio o sala de trabajo 4 dormitorios, dos en suite Dormitorio principal con chimenea y vestidor Cómoda sala de estar familiar Cocina moderna equipada con muebles altos y bajos y mesones de granito Comedor de diario Garaje para 3 vehículos 🌿 Espacios exteriores para disfrutar: Parrillero techado con área de juegos: perfecto para encuentros familiares y sociales Hermoso jardín amplio y cuidado, ideal para relajarse o jugar con niños",https://www.ultracasas.com/inmueble/casa-en-alquiler-mallasilla-urbanizacion-el-club-golf-la-paz-1043540
PRECIOSA CASA EN VENTA EN URBANIZACION PRIVADA SECTOR LA FLORIDA,"La Florida, La Paz - Casa en Venta","$us. 550,000",4.0,3.0,523.0,-16.551798,-68.083611,Disponible,"Esta hermosa residencia elegante confortable muy moderna, con materiales de primera calidad, cuenta con pisos de madera, amplias puertas, todos los ventanales amplios con sistema PVC con muchos ambientes increíbles y cómodos Con 360 m2 de terreno y 523 m2 construidos sus ambientes son : •  Area de recepción • Amplio living comedor con chimenea • Baño de visitas • Cocina amplia con espacio para comedor de diario • Todo el ambiente de living comedor se fusiona con una terraza amplia en la cual se desarrolla un lindo sector de parrillero totalmente acogedor , lo cual genera que el ambiente social crezca y se haga más informal más acogedor y versátil …hermosa fusión Planta alta • Sala de estar • 3 dormitorios uno el master suite con un increíble Wolking closet y dos baños independientes Semi subsuelo • Sala de juegos y también sala de estar amplio • Bar • Un dormitorio amplio con terraza y Wolking closet  y una hermosa terraza • Baño que apoya al dormitorio y a la sal de estar • Terraza • Area de Lavandería abierta cuarto de maquinas • Cuarto y baño de servicio • Deposito • Garaje para dos vehículos",https://www.ultracasas.com/inmueble/casa-en-venta-la-florida-preciosa-casa-en-venta-en-la-paz-1049093
